size,index,value,update_ns
2000,1312,2086,362
2000,1845,9807,314
2000,1167,4169,436
2000,1244,9607,392
2000,619,8304,363
2000,1845,8680,289
2000,593,8772,426
2000,1731,6366,319
2000,1389,8486,432
2000,1582,6685,376
2000,156,6985,633
2000,1028,550,519
2000,1010,4292,376
2000,1034,6262,328
2000,1552,9832,404
2000,113,588,336
2000,1855,3376,389
2000,1175,1485,352
2000,681,1075,797
2000,478,335,479
2000,489,4703,445
2000,1345,3,491
2000,786,6286,386
2000,1517,2981,407
2000,1931,4961,372
2000,1779,7548,299
2000,1983,6083,311
2000,1493,5472,453
2000,855,7900,397
2000,127,2683,350
2000,1312,2086,262
2000,1845,9807,326
2000,1167,4169,360
2000,1244,9607,347
2000,619,8304,373
2000,1845,8680,256
2000,593,8772,296
2000,1731,6366,298
2000,1389,8486,406
2000,1582,6685,385
2000,156,6985,858
2000,1028,550,540
2000,1010,4292,376
2000,1034,6262,387
2000,1552,9832,425
2000,113,588,362
2000,1855,3376,397
2000,1175,1485,344
2000,681,1075,491
2000,478,335,356
2000,489,4703,346
2000,1345,3,446
2000,786,6286,333
2000,1517,2981,577
2000,1931,4961,406
2000,1779,7548,343
2000,1983,6083,329
2000,1493,5472,437
2000,855,7900,409
2000,127,2683,359
2000,1312,2086,317
2000,1845,9807,256
2000,1167,4169,373
2000,1244,9607,351
2000,619,8304,380
2000,1845,8680,245
2000,593,8772,298
2000,1731,6366,284
2000,1389,8486,431
2000,1582,6685,342
2000,156,6985,617
2000,1028,550,503
2000,1010,4292,398
2000,1034,6262,347
2000,1552,9832,405
2000,113,588,351
2000,1855,3376,485
2000,1175,1485,383
2000,681,1075,479
2000,478,335,371
2000,489,4703,332
2000,1345,3,387
2000,786,6286,331
2000,1517,2981,421
2000,1931,4961,363
2000,1779,7548,321
2000,1983,6083,297
2000,1493,5472,415
2000,855,7900,390
2000,127,2683,350
2000,1312,2086,289
2000,1845,9807,259
2000,1167,4169,509
2000,1244,9607,379
2000,619,8304,408
2000,1845,8680,304
2000,593,8772,282
2000,1731,6366,302
2000,1389,8486,417
2000,1582,6685,357
2000,156,6985,736
2000,1028,550,592
2000,1010,4292,385
2000,1034,6262,356
2000,1552,9832,425
2000,113,588,342
2000,1855,3376,416
2000,1175,1485,346
2000,681,1075,470
2000,478,335,357
2000,489,4703,355
2000,1345,3,445
2000,786,6286,353
2000,1517,2981,465
2000,1931,4961,427
2000,1779,7548,341
2000,1983,6083,329
2000,1493,5472,431
2000,855,7900,402
2000,127,2683,338
2000,1312,2086,322
2000,1845,9807,289
2000,1167,4169,366
2000,1244,9607,387
2000,619,8304,362
2000,1845,8680,281
2000,593,8772,416
2000,1731,6366,337
2000,1389,8486,448
2000,1582,6685,376
2000,156,6985,617
2000,1028,550,532
2000,1010,4292,373
2000,1034,6262,374
2000,1552,9832,414
2000,113,588,397
2000,1855,3376,400
2000,1175,1485,345
2000,681,1075,433
2000,478,335,400
2000,489,4703,356
2000,1345,3,435
2000,786,6286,433
2000,1517,2981,406
2000,1931,4961,342
2000,1779,7548,302
2000,1983,6083,318
2000,1493,5472,442
2000,855,7900,409
2000,127,2683,314
2000,1312,2086,276
2000,1845,9807,280
2000,1167,4169,371
2000,1244,9607,356
2000,619,8304,355
2000,1845,8680,247
2000,593,8772,302
2000,1731,6366,301
2000,1389,8486,420
2000,1582,6685,364
2000,156,6985,647
2000,1028,550,504
2000,1010,4292,381
2000,1034,6262,359
2000,1552,9832,400
2000,113,588,400
2000,1855,3376,412
2000,1175,1485,382
2000,681,1075,496
2000,478,335,465
2000,489,4703,405
2000,1345,3,406
2000,786,6286,346
2000,1517,2981,430
2000,1931,4961,517
2000,1779,7548,330
2000,1983,6083,341
2000,1493,5472,424
2000,855,7900,413
2000,127,2683,382
2000,1312,2086,253
2000,1845,9807,296
2000,1167,4169,396
2000,1244,9607,332
2000,619,8304,389
2000,1845,8680,279
2000,593,8772,315
2000,1731,6366,310
2000,1389,8486,393
2000,1582,6685,378
2000,156,6985,679
2000,1028,550,610
2000,1010,4292,475
2000,1034,6262,395
2000,1552,9832,460
2000,113,588,352
2000,1855,3376,479
2000,1175,1485,353
2000,681,1075,532
2000,478,335,433
2000,489,4703,381
2000,1345,3,452
2000,786,6286,433
2000,1517,2981,445
2000,1931,4961,437
2000,1779,7548,326
2000,1983,6083,398
2000,1493,5472,436
2000,855,7900,461
2000,127,2683,390
2000,1312,2086,363
2000,1845,9807,302
2000,1167,4169,381
2000,1244,9607,548
2000,619,8304,382
2000,1845,8680,294
2000,593,8772,275
2000,1731,6366,362
2000,1389,8486,480
2000,1582,6685,390
2000,156,6985,721
2000,1028,550,544
2000,1010,4292,389
2000,1034,6262,473
2000,1552,9832,425
2000,113,588,399
2000,1855,3376,490
2000,1175,1485,381
2000,681,1075,517
2000,478,335,399
2000,489,4703,374
2000,1345,3,412
2000,786,6286,369
2000,1517,2981,392
2000,1931,4961,397
2000,1779,7548,301
2000,1983,6083,292
2000,1493,5472,421
2000,855,7900,406
2000,127,2683,347
2000,1312,2086,326
2000,1845,9807,307
2000,1167,4169,357
2000,1244,9607,334
2000,619,8304,389
2000,1845,8680,284
2000,593,8772,243
2000,1731,6366,319
2000,1389,8486,482
2000,1582,6685,402
2000,156,6985,612
2000,1028,550,524
2000,1010,4292,373
2000,1034,6262,348
2000,1552,9832,414
2000,113,588,318
2000,1855,3376,359
2000,1175,1485,350
2000,681,1075,567
2000,478,335,384
2000,489,4703,366
2000,1345,3,456
2000,786,6286,358
2000,1517,2981,498
2000,1931,4961,396
2000,1779,7548,312
2000,1983,6083,336
2000,1493,5472,410
2000,855,7900,369
2000,127,2683,364
2000,1312,2086,309
2000,1845,9807,326
2000,1167,4169,424
2000,1244,9607,365
2000,619,8304,366
2000,1845,8680,272
2000,593,8772,303
2000,1731,6366,348
2000,1389,8486,404
2000,1582,6685,382
2000,156,6985,664
2000,1028,550,530
2000,1010,4292,371
2000,1034,6262,350
2000,1552,9832,474
2000,113,588,373
2000,1855,3376,392
2000,1175,1485,336
2000,681,1075,482
2000,478,335,437
2000,489,4703,367
2000,1345,3,538
2000,786,6286,418
2000,1517,2981,463
2000,1931,4961,424
2000,1779,7548,327
2000,1983,6083,315
2000,1493,5472,447
2000,855,7900,437
2000,127,2683,376
2000,1312,2086,310
2000,1845,9807,293
2000,1167,4169,401
2000,1244,9607,375
2000,619,8304,404
2000,1845,8680,321
2000,593,8772,388
2000,1731,6366,296
2000,1389,8486,400
2000,1582,6685,393
2000,156,6985,748
2000,1028,550,572
2000,1010,4292,353
2000,1034,6262,341
2000,1552,9832,467
2000,113,588,384
2000,1855,3376,370
2000,1175,1485,337
2000,681,1075,467
2000,478,335,382
2000,489,4703,340
2000,1345,3,376
2000,786,6286,368
2000,1517,2981,421
2000,1931,4961,359
2000,1779,7548,333
2000,1983,6083,330
2000,1493,5472,384
2000,855,7900,365
2000,127,2683,342
2000,1312,2086,712
2000,1845,9807,470
2000,1167,4169,430
2000,1244,9607,360
2000,619,8304,383
2000,1845,8680,235
2000,593,8772,331
2000,1731,6366,324
2000,1389,8486,393
2000,1582,6685,411
2000,156,6985,720
2000,1028,550,478
2000,1010,4292,321
2000,1034,6262,338
2000,1552,9832,397
2000,113,588,354
2000,1855,3376,393
2000,1175,1485,354
2000,681,1075,453
2000,478,335,397
2000,489,4703,297
2000,1345,3,370
2000,786,6286,367
2000,1517,2981,405
2000,1931,4961,351
2000,1779,7548,297
2000,1983,6083,309
2000,1493,5472,413
2000,855,7900,364
2000,127,2683,341
2000,1312,2086,250
2000,1845,9807,279
2000,1167,4169,454
2000,1244,9607,665
2000,619,8304,409
2000,1845,8680,282
2000,593,8772,277
2000,1731,6366,264
2000,1389,8486,392
2000,1582,6685,599
2000,156,6985,669
2000,1028,550,540
2000,1010,4292,389
2000,1034,6262,353
2000,1552,9832,433
2000,113,588,407
2000,1855,3376,364
2000,1175,1485,416
2000,681,1075,488
2000,478,335,365
2000,489,4703,379
2000,1345,3,459
2000,786,6286,392
2000,1517,2981,413
2000,1931,4961,385
2000,1779,7548,282
2000,1983,6083,297
2000,1493,5472,455
2000,855,7900,389
2000,127,2683,367
2000,1312,2086,334
2000,1845,9807,323
2000,1167,4169,416
2000,1244,9607,398
2000,619,8304,358
2000,1845,8680,342
2000,593,8772,350
2000,1731,6366,317
2000,1389,8486,518
2000,1582,6685,407
2000,156,6985,733
2000,1028,550,514
2000,1010,4292,374
2000,1034,6262,423
2000,1552,9832,463
2000,113,588,417
2000,1855,3376,537
2000,1175,1485,358
2000,681,1075,535
2000,478,335,431
2000,489,4703,567
2000,1345,3,469
2000,786,6286,385
2000,1517,2981,678
2000,1931,4961,463
2000,1779,7548,344
2000,1983,6083,355
2000,1493,5472,462
2000,855,7900,453
2000,127,2683,414
2000,1312,2086,349
2000,1845,9807,297
2000,1167,4169,392
2000,1244,9607,388
2000,619,8304,367
2000,1845,8680,277
2000,593,8772,304
2000,1731,6366,326
2000,1389,8486,455
2000,1582,6685,404
3000,104,5822,654
3000,26,5919,356
3000,1303,8072,462
3000,2978,3714,382
3000,576,9385,440
3000,1818,4918,392
3000,2903,2416,396
3000,1887,5409,431
3000,1450,7744,391
3000,1952,8009,467
3000,529,3422,446
3000,2670,986,580
3000,168,1903,440
3000,1107,4792,378
3000,1931,6405,366
3000,2543,61,300
3000,2146,5178,448
3000,1573,2756,305
3000,431,7110,467
3000,41,8631,386
3000,272,1333,313
3000,214,3534,273
3000,584,8118,420
3000,1179,3132,424
3000,606,7328,408
3000,1354,6909,359
3000,2845,8217,443
3000,2654,7131,435
3000,1700,3571,432
3000,2811,6473,406
3000,104,5822,614
3000,26,5919,329
3000,1303,8072,509
3000,2978,3714,390
3000,576,9385,435
3000,1818,4918,401
3000,2903,2416,395
3000,1887,5409,445
3000,1450,7744,413
3000,1952,8009,552
3000,529,3422,463
3000,2670,986,431
3000,168,1903,371
3000,1107,4792,340
3000,1931,6405,299
3000,2543,61,318
3000,2146,5178,432
3000,1573,2756,328
3000,431,7110,390
3000,41,8631,362
3000,272,1333,388
3000,214,3534,287
3000,584,8118,417
3000,1179,3132,340
3000,606,7328,384
3000,1354,6909,410
3000,2845,8217,426
3000,2654,7131,412
3000,1700,3571,414
3000,2811,6473,408
3000,104,5822,650
3000,26,5919,451
3000,1303,8072,497
3000,2978,3714,428
3000,576,9385,7546
3000,1818,4918,475
3000,2903,2416,432
3000,1887,5409,470
3000,1450,7744,447
3000,1952,8009,422
3000,529,3422,450
3000,2670,986,518
3000,168,1903,406
3000,1107,4792,380
3000,1931,6405,353
3000,2543,61,606
3000,2146,5178,497
3000,1573,2756,344
3000,431,7110,480
3000,41,8631,379
3000,272,1333,408
3000,214,3534,323
3000,584,8118,490
3000,1179,3132,533
3000,606,7328,447
3000,1354,6909,424
3000,2845,8217,436
3000,2654,7131,423
3000,1700,3571,453
3000,2811,6473,381
3000,104,5822,694
3000,26,5919,402
3000,1303,8072,533
3000,2978,3714,419
3000,576,9385,437
3000,1818,4918,466
3000,2903,2416,436
3000,1887,5409,506
3000,1450,7744,440
3000,1952,8009,378
3000,529,3422,467
3000,2670,986,436
3000,168,1903,465
3000,1107,4792,350
3000,1931,6405,331
3000,2543,61,296
3000,2146,5178,418
3000,1573,2756,293
3000,431,7110,482
3000,41,8631,406
3000,272,1333,544
3000,214,3534,373
3000,584,8118,434
3000,1179,3132,527
3000,606,7328,444
3000,1354,6909,499
3000,2845,8217,407
3000,2654,7131,471
3000,1700,3571,454
3000,2811,6473,392
3000,104,5822,701
3000,26,5919,378
3000,1303,8072,479
3000,2978,3714,432
3000,576,9385,431
3000,1818,4918,425
3000,2903,2416,389
3000,1887,5409,406
3000,1450,7744,416
3000,1952,8009,390
3000,529,3422,446
3000,2670,986,405
3000,168,1903,408
3000,1107,4792,369
3000,1931,6405,339
3000,2543,61,322
3000,2146,5178,459
3000,1573,2756,315
3000,431,7110,440
3000,41,8631,415
3000,272,1333,422
3000,214,3534,262
3000,584,8118,415
3000,1179,3132,407
3000,606,7328,390
3000,1354,6909,320
3000,2845,8217,375
3000,2654,7131,420
3000,1700,3571,457
3000,2811,6473,377
3000,104,5822,755
3000,26,5919,382
3000,1303,8072,461
3000,2978,3714,393
3000,576,9385,436
3000,1818,4918,409
3000,2903,2416,395
3000,1887,5409,419
3000,1450,7744,398
3000,1952,8009,378
3000,529,3422,439
3000,2670,986,424
3000,168,1903,378
3000,1107,4792,376
3000,1931,6405,368
3000,2543,61,318
3000,2146,5178,430
3000,1573,2756,361
3000,431,7110,446
3000,41,8631,405
3000,272,1333,398
3000,214,3534,288
3000,584,8118,460
3000,1179,3132,405
3000,606,7328,342
3000,1354,6909,323
3000,2845,8217,337
3000,2654,7131,416
3000,1700,3571,414
3000,2811,6473,402
3000,104,5822,735
3000,26,5919,381
3000,1303,8072,540
3000,2978,3714,358
3000,576,9385,450
3000,1818,4918,420
3000,2903,2416,424
3000,1887,5409,413
3000,1450,7744,401
3000,1952,8009,332
3000,529,3422,434
3000,2670,986,398
3000,168,1903,417
3000,1107,4792,399
3000,1931,6405,310
3000,2543,61,355
3000,2146,5178,388
3000,1573,2756,303
3000,431,7110,469
3000,41,8631,375
3000,272,1333,351
3000,214,3534,333
3000,584,8118,452
3000,1179,3132,412
3000,606,7328,327
3000,1354,6909,330
3000,2845,8217,389
3000,2654,7131,488
3000,1700,3571,435
3000,2811,6473,425
3000,104,5822,698
3000,26,5919,391
3000,1303,8072,502
3000,2978,3714,409
3000,576,9385,446
3000,1818,4918,417
3000,2903,2416,372
3000,1887,5409,413
3000,1450,7744,409
3000,1952,8009,343
3000,529,3422,434
3000,2670,986,434
3000,168,1903,387
3000,1107,4792,319
3000,1931,6405,299
3000,2543,61,352
3000,2146,5178,459
3000,1573,2756,278
3000,431,7110,425
3000,41,8631,363
3000,272,1333,378
3000,214,3534,299
3000,584,8118,517
3000,1179,3132,446
3000,606,7328,389
3000,1354,6909,381
3000,2845,8217,395
3000,2654,7131,391
3000,1700,3571,398
3000,2811,6473,414
3000,104,5822,732
3000,26,5919,409
3000,1303,8072,540
3000,2978,3714,410
3000,576,9385,411
3000,1818,4918,445
3000,2903,2416,395
3000,1887,5409,458
3000,1450,7744,404
3000,1952,8009,381
3000,529,3422,423
3000,2670,986,459
3000,168,1903,412
3000,1107,4792,354
3000,1931,6405,344
3000,2543,61,323
3000,2146,5178,430
3000,1573,2756,311
3000,431,7110,470
3000,41,8631,412
3000,272,1333,405
3000,214,3534,327
3000,584,8118,433
3000,1179,3132,587
3000,606,7328,429
3000,1354,6909,348
3000,2845,8217,368
3000,2654,7131,410
3000,1700,3571,409
3000,2811,6473,419
3000,104,5822,689
3000,26,5919,370
3000,1303,8072,548
3000,2978,3714,473
3000,576,9385,437
3000,1818,4918,392
3000,2903,2416,378
3000,1887,5409,514
3000,1450,7744,427
3000,1952,8009,354
3000,529,3422,472
3000,2670,986,469
3000,168,1903,394
3000,1107,4792,379
3000,1931,6405,335
3000,2543,61,362
3000,2146,5178,451
3000,1573,2756,301
3000,431,7110,380
3000,41,8631,392
3000,272,1333,427
3000,214,3534,329
3000,584,8118,402
3000,1179,3132,614
3000,606,7328,431
3000,1354,6909,359
3000,2845,8217,359
3000,2654,7131,406
3000,1700,3571,443
3000,2811,6473,455
3000,104,5822,650
3000,26,5919,394
3000,1303,8072,509
3000,2978,3714,387
3000,576,9385,430
3000,1818,4918,424
3000,2903,2416,555
3000,1887,5409,420
3000,1450,7744,432
3000,1952,8009,458
3000,529,3422,507
3000,2670,986,493
3000,168,1903,432
3000,1107,4792,351
3000,1931,6405,389
3000,2543,61,328
3000,2146,5178,430
3000,1573,2756,298
3000,431,7110,386
3000,41,8631,437
3000,272,1333,429
3000,214,3534,369
3000,584,8118,433
3000,1179,3132,468
3000,606,7328,711
3000,1354,6909,406
3000,2845,8217,435
3000,2654,7131,490
3000,1700,3571,459
3000,2811,6473,398
3000,104,5822,684
3000,26,5919,448
3000,1303,8072,800
3000,2978,3714,469
3000,576,9385,553
3000,1818,4918,458
3000,2903,2416,432
3000,1887,5409,468
3000,1450,7744,455
3000,1952,8009,332
3000,529,3422,461
3000,2670,986,441
3000,168,1903,428
3000,1107,4792,392
3000,1931,6405,294
3000,2543,61,318
3000,2146,5178,401
3000,1573,2756,360
3000,431,7110,458
3000,41,8631,526
3000,272,1333,466
3000,214,3534,309
3000,584,8118,445
3000,1179,3132,417
3000,606,7328,398
3000,1354,6909,343
3000,2845,8217,419
3000,2654,7131,441
3000,1700,3571,435
3000,2811,6473,419
3000,104,5822,705
3000,26,5919,395
3000,1303,8072,534
3000,2978,3714,405
3000,576,9385,402
3000,1818,4918,403
3000,2903,2416,368
3000,1887,5409,406
3000,1450,7744,410
3000,1952,8009,321
3000,529,3422,434
3000,2670,986,412
3000,168,1903,400
3000,1107,4792,391
3000,1931,6405,322
3000,2543,61,315
3000,2146,5178,411
3000,1573,2756,303
3000,431,7110,390
3000,41,8631,411
3000,272,1333,381
3000,214,3534,426
3000,584,8118,476
3000,1179,3132,422
3000,606,7328,388
3000,1354,6909,382
3000,2845,8217,385
3000,2654,7131,404
3000,1700,3571,402
3000,2811,6473,429
3000,104,5822,610
3000,26,5919,341
3000,1303,8072,526
3000,2978,3714,380
3000,576,9385,402
3000,1818,4918,433
3000,2903,2416,422
3000,1887,5409,423
3000,1450,7744,419
3000,1952,8009,332
3000,529,3422,392
3000,2670,986,454
3000,168,1903,410
3000,1107,4792,391
3000,1931,6405,333
3000,2543,61,306
3000,2146,5178,437
3000,1573,2756,304
3000,431,7110,364
3000,41,8631,349
3000,272,1333,572
3000,214,3534,318
3000,584,8118,432
3000,1179,3132,404
3000,606,7328,367
3000,1354,6909,337
3000,2845,8217,389
3000,2654,7131,391
3000,1700,3571,447
3000,2811,6473,376
3000,104,5822,642
3000,26,5919,368
3000,1303,8072,542
3000,2978,3714,438
3000,576,9385,436
3000,1818,4918,427
3000,2903,2416,404
3000,1887,5409,492
3000,1450,7744,463
3000,1952,8009,343
3000,529,3422,439
3000,2670,986,459
3000,168,1903,450
3000,1107,4792,394
3000,1931,6405,327
3000,2543,61,296
3000,2146,5178,427
3000,1573,2756,315
3000,431,7110,458
3000,41,8631,447
3000,272,1333,440
3000,214,3534,315
3000,584,8118,553
3000,1179,3132,495
3000,606,7328,382
3000,1354,6909,317
3000,2845,8217,390
3000,2654,7131,442
3000,1700,3571,424
3000,2811,6473,423
3000,104,5822,686
3000,26,5919,406
3000,1303,8072,523
3000,2978,3714,455
3000,576,9385,563
3000,1818,4918,429
3000,2903,2416,369
3000,1887,5409,442
3000,1450,7744,419
3000,1952,8009,359
3000,529,3422,492
3000,2670,986,438
3000,168,1903,485
3000,1107,4792,407
3000,1931,6405,371
3000,2543,61,376
3000,2146,5178,450
3000,1573,2756,351
3000,431,7110,510
3000,41,8631,443
3000,272,1333,528
3000,214,3534,368
3000,584,8118,537
3000,1179,3132,442
3000,606,7328,453
3000,1354,6909,408
3000,2845,8217,413
3000,2654,7131,459
3000,1700,3571,431
3000,2811,6473,426
3000,104,5822,709
3000,26,5919,466
3000,1303,8072,521
3000,2978,3714,395
3000,576,9385,422
3000,1818,4918,441
3000,2903,2416,400
3000,1887,5409,410
3000,1450,7744,405
3000,1952,8009,339
3000,529,3422,444
3000,2670,986,451
3000,168,1903,403
3000,1107,4792,387
3000,1931,6405,340
3000,2543,61,347
3000,2146,5178,425
3000,1573,2756,331
3000,431,7110,465
3000,41,8631,461
3000,272,1333,435
3000,214,3534,318
3000,584,8118,434
3000,1179,3132,441
3000,606,7328,336
3000,1354,6909,323
3000,2845,8217,373
3000,2654,7131,454
3000,1700,3571,450
3000,2811,6473,396
3000,104,5822,763
3000,26,5919,349
3000,1303,8072,488
3000,2978,3714,400
3000,576,9385,458
3000,1818,4918,418
3000,2903,2416,401
3000,1887,5409,414
3000,1450,7744,478
3000,1952,8009,335
3000,529,3422,463
3000,2670,986,441
3000,168,1903,418
3000,1107,4792,400
3000,1931,6405,345
3000,2543,61,331
3000,2146,5178,399
3000,1573,2756,279
3000,431,7110,451
3000,41,8631,488
3000,272,1333,434
3000,214,3534,288
3000,584,8118,415
3000,1179,3132,424
3000,606,7328,398
3000,1354,6909,425
3000,2845,8217,378
3000,2654,7131,442
3000,1700,3571,421
3000,2811,6473,395
3000,104,5822,617
3000,26,5919,415
3000,1303,8072,517
3000,2978,3714,433
3000,576,9385,422
3000,1818,4918,427
3000,2903,2416,420
3000,1887,5409,462
3000,1450,7744,431
3000,1952,8009,354
3000,529,3422,467
3000,2670,986,454
3000,168,1903,358
3000,1107,4792,328
3000,1931,6405,310
3000,2543,61,325
3000,2146,5178,477
3000,1573,2756,292
3000,431,7110,534
3000,41,8631,394
3000,272,1333,437
3000,214,3534,340
3000,584,8118,442
3000,1179,3132,417
3000,606,7328,365
3000,1354,6909,372
3000,2845,8217,392
3000,2654,7131,477
3000,1700,3571,454
3000,2811,6473,426
3000,104,5822,636
3000,26,5919,363
3000,1303,8072,480
3000,2978,3714,356
3000,576,9385,445
3000,1818,4918,418
3000,2903,2416,417
3000,1887,5409,449
3000,1450,7744,387
3000,1952,8009,359
3000,529,3422,405
3000,2670,986,422
3000,168,1903,373
3000,1107,4792,383
3000,1931,6405,289
3000,2543,61,329
3000,2146,5178,423
3000,1573,2756,324
3000,431,7110,603
3000,41,8631,450
3000,272,1333,388
3000,214,3534,275
3000,584,8118,424
3000,1179,3132,432
3000,606,7328,374
3000,1354,6909,307
3000,2845,8217,349
3000,2654,7131,425
3000,1700,3571,387
3000,2811,6473,364
3000,104,5822,715
3000,26,5919,448
3000,1303,8072,539
3000,2978,3714,379
3000,576,9385,456
3000,1818,4918,412
3000,2903,2416,416
3000,1887,5409,403
3000,1450,7744,446
3000,1952,8009,364
3000,529,3422,476
3000,2670,986,436
3000,168,1903,406
3000,1107,4792,399
3000,1931,6405,382
3000,2543,61,323
3000,2146,5178,434
3000,1573,2756,321
3000,431,7110,417
3000,41,8631,449
3000,272,1333,450
3000,214,3534,343
3000,584,8118,434
3000,1179,3132,495
3000,606,7328,398
3000,1354,6909,388
3000,2845,8217,421
3000,2654,7131,445
3000,1700,3571,414
3000,2811,6473,396
3000,104,5822,645
3000,26,5919,373
3000,1303,8072,534
3000,2978,3714,374
3000,576,9385,441
3000,1818,4918,394
3000,2903,2416,399
3000,1887,5409,447
3000,1450,7744,416
3000,1952,8009,363
3000,529,3422,426
3000,2670,986,440
3000,168,1903,393
3000,1107,4792,370
3000,1931,6405,338
3000,2543,61,320
3000,2146,5178,477
3000,1573,2756,308
3000,431,7110,429
3000,41,8631,402
3000,272,1333,399
3000,214,3534,295
3000,584,8118,442
3000,1179,3132,354
3000,606,7328,369
3000,1354,6909,342
3000,2845,8217,360
3000,2654,7131,367
3000,1700,3571,427
3000,2811,6473,402
3000,104,5822,632
3000,26,5919,329
3000,1303,8072,504
3000,2978,3714,370
3000,576,9385,439
3000,1818,4918,449
3000,2903,2416,385
3000,1887,5409,384
3000,1450,7744,395
3000,1952,8009,380
3000,529,3422,406
3000,2670,986,434
3000,168,1903,398
3000,1107,4792,376
3000,1931,6405,426
3000,2543,61,318
3000,2146,5178,446
3000,1573,2756,330
3000,431,7110,421
3000,41,8631,431
3000,272,1333,461
3000,214,3534,273
3000,584,8118,424
3000,1179,3132,379
3000,606,7328,338
3000,1354,6909,296
3000,2845,8217,410
3000,2654,7131,425
3000,1700,3571,433
3000,2811,6473,404
3000,104,5822,611
3000,26,5919,352
3000,1303,8072,450
3000,2978,3714,406
3000,576,9385,423
3000,1818,4918,413
3000,2903,2416,423
3000,1887,5409,421
3000,1450,7744,413
3000,1952,8009,370
3000,529,3422,445
3000,2670,986,450
3000,168,1903,374
3000,1107,4792,366
3000,1931,6405,348
3000,2543,61,324
3000,2146,5178,429
3000,1573,2756,330
3000,431,7110,453
3000,41,8631,386
3000,272,1333,418
3000,214,3534,271
3000,584,8118,396
3000,1179,3132,401
3000,606,7328,515
3000,1354,6909,642
3000,2845,8217,430
3000,2654,7131,468
3000,1700,3571,367
3000,2811,6473,393
3000,104,5822,694
3000,26,5919,513
3000,1303,8072,509
3000,2978,3714,429
3000,576,9385,461
3000,1818,4918,405
3000,2903,2416,413
3000,1887,5409,430
3000,1450,7744,433
3000,1952,8009,369
3000,529,3422,403
3000,2670,986,466
3000,168,1903,406
3000,1107,4792,377
3000,1931,6405,295
3000,2543,61,376
3000,2146,5178,390
3000,1573,2756,298
3000,431,7110,468
3000,41,8631,429
3000,272,1333,368
3000,214,3534,294
3000,584,8118,423
3000,1179,3132,412
3000,606,7328,334
3000,1354,6909,404
3000,2845,8217,417
3000,2654,7131,471
3000,1700,3571,415
3000,2811,6473,399
3000,104,5822,624
3000,26,5919,358
3000,1303,8072,521
3000,2978,3714,429
3000,576,9385,422
3000,1818,4918,398
3000,2903,2416,399
3000,1887,5409,608
3000,1450,7744,436
3000,1952,8009,334
3000,529,3422,457
3000,2670,986,423
3000,168,1903,391
3000,1107,4792,369
3000,1931,6405,312
3000,2543,61,332
3000,2146,5178,400
3000,1573,2756,292
3000,431,7110,659
3000,41,8631,419
3000,272,1333,412
3000,214,3534,374
3000,584,8118,436
3000,1179,3132,409
3000,606,7328,341
3000,1354,6909,332
3000,2845,8217,382
3000,2654,7131,435
3000,1700,3571,389
3000,2811,6473,403
3000,104,5822,728
3000,26,5919,394
3000,1303,8072,510
3000,2978,3714,391
3000,576,9385,464
3000,1818,4918,387
3000,2903,2416,368
3000,1887,5409,392
3000,1450,7744,423
3000,1952,8009,367
3000,529,3422,450
3000,2670,986,423
3000,168,1903,393
3000,1107,4792,356
3000,1931,6405,330
3000,2543,61,355
3000,2146,5178,408
3000,1573,2756,287
3000,431,7110,597
3000,41,8631,439
3000,272,1333,394
3000,214,3534,282
3000,584,8118,432
3000,1179,3132,389
3000,606,7328,323
3000,1354,6909,318
3000,2845,8217,365
3000,2654,7131,434
3000,1700,3571,390
3000,2811,6473,387
3000,104,5822,627
3000,26,5919,401
3000,1303,8072,552
3000,2978,3714,410
3000,576,9385,429
3000,1818,4918,424
3000,2903,2416,401
3000,1887,5409,576
3000,1450,7744,454
3000,1952,8009,384
3000,529,3422,449
3000,2670,986,491
3000,168,1903,430
3000,1107,4792,358
3000,1931,6405,358
3000,2543,61,334
3000,2146,5178,466
3000,1573,2756,319
3000,431,7110,583
3000,41,8631,379
3000,272,1333,436
3000,214,3534,294
3000,584,8118,464
3000,1179,3132,435
3000,606,7328,440
3000,1354,6909,361
3000,2845,8217,441
3000,2654,7131,467
3000,1700,3571,464
3000,2811,6473,399
3000,104,5822,689
3000,26,5919,380
3000,1303,8072,502
3000,2978,3714,390
3000,576,9385,426
3000,1818,4918,437
3000,2903,2416,401
3000,1887,5409,432
3000,1450,7744,432
3000,1952,8009,405
3000,529,3422,470
3000,2670,986,472
3000,168,1903,435
3000,1107,4792,393
3000,1931,6405,365
3000,2543,61,332
3000,2146,5178,408
3000,1573,2756,304
3000,431,7110,535
3000,41,8631,491
3000,272,1333,379
3000,214,3534,299
3000,584,8118,429
3000,1179,3132,411
3000,606,7328,396
3000,1354,6909,344
3000,2845,8217,378
3000,2654,7131,416
3000,1700,3571,415
3000,2811,6473,440
3000,104,5822,678
3000,26,5919,443
3000,1303,8072,547
3000,2978,3714,391
3000,576,9385,485
3000,1818,4918,414
3000,2903,2416,381
3000,1887,5409,446
3000,1450,7744,414
3000,1952,8009,292
3000,529,3422,437
3000,2670,986,413
3000,168,1903,435
3000,1107,4792,369
3000,1931,6405,371
3000,2543,61,353
3000,2146,5178,416
3000,1573,2756,332
3000,431,7110,515
3000,41,8631,409
3000,272,1333,404
3000,214,3534,323
3000,584,8118,425
3000,1179,3132,474
3000,606,7328,369
